SN,Freq,Level,Time,Freq Offset,Level Offset
980,1.978 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
250,1.248 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
52,1.05 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
366,1.364 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
141,1.139 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
13,1.011 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
705,1.703 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
237,1.235 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
310,1.308 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
721,1.719 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
779,1.777 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
353,1.351 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
293,1.291 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
332,1.33 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
808,1.806 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
218,1.216 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
908,1.906 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
659,1.657 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
955,1.953 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
683,1.681 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
420,1.418 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
464,1.462 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
766,1.764 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
131,1.129 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
856,1.854 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
824,1.822 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
35,1.033 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
480,1.478 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
77,1.075 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
815,1.813 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
307,1.305 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
550,1.548 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
913,1.911 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
958,1.956 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
786,1.784 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
149,1.147 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
712,1.71 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
93,1.091 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
685,1.683 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
582,1.58 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
695,1.693 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
952,1.95 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
799,1.797 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
924,1.922 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
589,1.587 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
971,1.969 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
484,1.482 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
446,1.444 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
744,1.742 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
492,1.49 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
554,1.552 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
489,1.487 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
178,1.176 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
343,1.341 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
570,1.568 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
806,1.804 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
649,1.647 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
844,1.842 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
505,1.503 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
965,1.963 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
977,1.975 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
184,1.182 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
671,1.669 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
587,1.585 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
81,1.079 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
125,1.123 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
118,1.116 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
24,1.022 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
521,1.519 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
901,1.899 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
65,1.063 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
111,1.109 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
651,1.649 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
937,1.935 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
620,1.618 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
704,1.702 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
412,1.41 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
618,1.616 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
157,1.155 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
634,1.632 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
392,1.39 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
626,1.624 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
271,1.269 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
755,1.753 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
820,1.818 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
219,1.217 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
690,1.688 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
191,1.189 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
574,1.572 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
73,1.071 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
583,1.581 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
400,1.398 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
829,1.827 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
241,1.239 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
60,1.058 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
640,1.638 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
967,1.965 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
82,1.08 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
922,1.92 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
402,1.4 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
318,1.316 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
733,1.731 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
930,1.928 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
886,1.884 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
647,1.645 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
748,1.746 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
534,1.532 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
984,1.982 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
225,1.223 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
757,1.755 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
435,1.433 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
778,1.776 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
892,1.89 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
186,1.184 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
438,1.436 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
96,1.094 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
200,1.198 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
314,1.312 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
861,1.859 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
422,1.42 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
66,1.064 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
898,1.896 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
136,1.134 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
64,1.062 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
471,1.469 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
911,1.909 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
284,1.282 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
25,1.023 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
879,1.877 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
789,1.787 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
22,1.02 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
229,1.227 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
19,1.017 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
562,1.56 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
180,1.178 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
788,1.786 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
633,1.631 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
822,1.82 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
991,1.989 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
158,1.156 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
864,1.862 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
975,1.973 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
421,1.419 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
849,1.847 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
773,1.771 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
859,1.857 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
532,1.53 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
5,1.003 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
581,1.579 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
330,1.328 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
391,1.389 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
232,1.23 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
280,1.278 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
457,1.455 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
1002,2.0 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
939,1.937 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
564,1.562 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
882,1.88 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
460,1.458 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
761,1.759 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
669,1.667 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
281,1.279 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
120,1.118 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
643,1.641 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
1001,1.999 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
753,1.751 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
877,1.875 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
684,1.682 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
637,1.635 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
897,1.895 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
11,1.009 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
591,1.589 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
672,1.67 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
945,1.943 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
473,1.471 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
170,1.168 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
863,1.861 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
963,1.961 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
182,1.18 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
300,1.298 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
938,1.936 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
979,1.977 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
174,1.172 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
227,1.225 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
663,1.661 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
794,1.792 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
545,1.543 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
55,1.053 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
299,1.297 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
966,1.964 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
511,1.509 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
290,1.288 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
467,1.465 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
790,1.788 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
189,1.187 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
269,1.267 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
602,1.6 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
58,1.056 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
411,1.409 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
619,1.617 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
840,1.838 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
439,1.437 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
396,1.394 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
941,1.939 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
559,1.557 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
312,1.31 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
947,1.945 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
328,1.326 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
973,1.971 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
950,1.948 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
706,1.704 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
114,1.112 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
883,1.881 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
273,1.271 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
92,1.09 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
571,1.569 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
632,1.63 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
370,1.368 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
220,1.218 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
826,1.824 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
119,1.117 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
499,1.497 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
558,1.556 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
451,1.449 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
547,1.545 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
235,1.233 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
490,1.488 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
79,1.077 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
731,1.729 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
418,1.416 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
519,1.517 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
573,1.571 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
403,1.401 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
974,1.972 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
3,1.001 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
746,1.744 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
106,1.104 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
153,1.151 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
389,1.387 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
681,1.679 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
661,1.659 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
503,1.501 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
7,1.005 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
934,1.932 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
989,1.987 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
466,1.464 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
921,1.919 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
334,1.332 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
607,1.605 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
394,1.392 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
326,1.324 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
804,1.802 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
274,1.272 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
918,1.916 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
720,1.718 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
775,1.773 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
876,1.874 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
221,1.219 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
306,1.304 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
968,1.966 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
238,1.236 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
542,1.54 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
164,1.162 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
231,1.229 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
735,1.733 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
14,1.012 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
848,1.846 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
462,1.46 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
830,1.828 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
248,1.246 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
857,1.855 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
842,1.84 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
49,1.047 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
873,1.871 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
486,1.484 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
207,1.205 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
384,1.382 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
654,1.652 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
433,1.431 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
821,1.819 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
610,1.608 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
475,1.473 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
717,1.715 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
406,1.404 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
502,1.5 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
450,1.448 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
51,1.049 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
590,1.588 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
764,1.762 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
319,1.317 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
621,1.619 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
213,1.211 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
675,1.673 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
827,1.825 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
660,1.658 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
652,1.65 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
768,1.766 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
900,1.898 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
940,1.938 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
998,1.996 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
529,1.527 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
483,1.481 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
172,1.17 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
645,1.643 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
802,1.8 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
501,1.499 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
656,1.654 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
549,1.547 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
265,1.263 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
839,1.837 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
148,1.146 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
128,1.126 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
481,1.479 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
247,1.245 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
906,1.904 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
888,1.886 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
138,1.136 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
814,1.812 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
407,1.405 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
67,1.065 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
541,1.539 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
181,1.179 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
30,1.028 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
920,1.918 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
361,1.359 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
707,1.705 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
89,1.087 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
358,1.356 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
813,1.811 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
151,1.149 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
572,1.57 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
673,1.671 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
533,1.531 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
17,1.015 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
762,1.76 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
223,1.221 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
432,1.43 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
215,1.213 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
304,1.302 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
31,1.029 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
884,1.882 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
428,1.426 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
642,1.64 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
845,1.843 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
84,1.082 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
199,1.197 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
517,1.515 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
375,1.373 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
615,1.613 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
387,1.385 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
970,1.968 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
770,1.768 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
436,1.434 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
585,1.583 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
715,1.713 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
214,1.212 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
701,1.699 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
688,1.686 GHz,20.0 dBm,100.0 ms,0.0 dB,0.0Hz
